Time,Temperature,Humidity,Wind Speed,Precipitation,Description,Day
8:17pm,74,87,3,0,Light Rain,01/07/2021
8:33pm,73,90,3,0.2,Heavy Rain,01/07/2021
8:51pm,74,87,0,0.2,Light Rain,01/07/2021
9:51pm,74,87,5,0,Cloudy,01/07/2021
10:51pm,74,85,9,0,Light Rain,01/07/2021
11:10pm,73,87,8,0,Cloudy,01/07/2021
11:46pm,73,88,8,0,Cloudy,01/07/2021
11:51pm,74,85,9,0,Cloudy,01/07/2021
12:51am,74,85,9,0,Light Rain,02/07/2021
1:44am,74,87,5,0,Light Rain,02/07/2021
1:51am,74,85,6,0,Light Rain,02/07/2021
2:33am,73,84,7,0,Light Rain,02/07/2021
2:51am,73,84,5,0,Light Rain,02/07/2021
3:51am,73,84,6,0,Cloudy,02/07/2021
4:51am,73,81,6,0,Cloudy,02/07/2021
5:51am,73,81,5,0,Cloudy,02/07/2021
6:51am,73,73,8,0,Cloudy,02/07/2021
7:51am,73,73,6,0,Cloudy,02/07/2021
8:51am,74,76,9,0,Light Rain,02/07/2021
9:51am,75,71,5,0,Cloudy,02/07/2021
10:51am,75,69,0,0,Cloudy,02/07/2021
11:51am,76,67,0,0,Light Rain,02/07/2021
12:51pm,78,68,8,0,Cloudy,02/07/2021
1:29pm,77,71,7,0,Light Rain,02/07/2021
1:51pm,77,69,3,0,Cloudy,02/07/2021
2:41pm,75,76,9,0,Cloudy,02/07/2021
2:51pm,76,74,8,0,Cloudy,02/07/2021
3:14pm,76,74,12,0,Thunderinthe Vicinity,02/07/2021
3:27pm,74,68,13,0,Thunderinthe Vicinity,02/07/2021
3:30pm,74,68,10,0,Cloudy,02/07/2021
3:40pm,75,69,12,0,Light Rain,02/07/2021
3:44pm,74,71,17,0,Light Rain,02/07/2021
3:51pm,70,76,21,0,Light Rain / Windy,02/07/2021
4:16pm,73,73,15,0,Thunder,02/07/2021
4:31pm,74,76,8,0,Light Rain,02/07/2021
4:51pm,74,79,6,0,Cloudy,02/07/2021
4:56pm,74,79,7,0,Thunderinthe Vicinity,02/07/2021
5:27pm,75,79,10,0.1,Light Rain,02/07/2021
5:51pm,75,79,10,0.1,Light Rain,02/07/2021
6:15pm,74,82,6,0,Light Rain,02/07/2021
6:19pm,73,84,9,0,T-Storm,02/07/2021
6:34pm,73,87,6,0,Light Rain,02/07/2021
6:46pm,73,88,7,0,T-Storm,02/07/2021
6:51pm,77,76,9,0.1,T-Storm,02/07/2021
7:03pm,74,82,5,0,Light Rain,02/07/2021
7:18pm,76,74,5,0,T-Storm,02/07/2021
7:44pm,74,73,8,0,Cloudy,02/07/2021
7:51pm,75,71,8,0,Light Rain,02/07/2021
8:38pm,72,81,5,0.3,Heavy Rain,02/07/2021
8:51pm,71,81,7,0.5,Heavy Rain,02/07/2021
9:14pm,68,84,13,0.1,Light Rain,02/07/2021
9:51pm,66,84,17,0.1,Light Rain,02/07/2021
10:51pm,65,84,24,0,Cloudy / Windy,02/07/2021
11:05pm,65,84,25,0,Cloudy / Windy,02/07/2021
11:51pm,63,87,17,0,Cloudy,02/07/2021
12:51am,63,84,22,0,Cloudy / Windy,03/07/2021
1:13am,63,84,18,0,Cloudy,03/07/2021
1:51am,63,84,21,0,Cloudy / Windy,03/07/2021
2:51am,62,84,20,0,Cloudy,03/07/2021
3:51am,62,84,17,0,Cloudy,03/07/2021
4:14am,62,84,17,0,Cloudy,03/07/2021
4:51am,63,81,18,0,Cloudy,03/07/2021
5:29am,62,86,14,0,Cloudy,03/07/2021
5:44am,62,86,15,0,Light Drizzle,03/07/2021
5:51am,62,86,12,0,Light Drizzle,03/07/2021
6:51am,61,87,8,0.1,Rain,03/07/2021
7:05am,61,87,8,0,Light Rain,03/07/2021
7:49am,61,88,10,0.1,Heavy Rain,03/07/2021
7:51am,61,87,8,0.1,Heavy Rain,03/07/2021
7:57am,61,87,9,0,Light Rain,03/07/2021
8:29am,62,84,10,0,Light Rain,03/07/2021
8:51am,62,84,9,0,Cloudy,03/07/2021
9:51am,62,84,7,0,Cloudy,03/07/2021
10:16am,62,84,10,0,Light Rain,03/07/2021
10:51am,63,81,7,0,Cloudy,03/07/2021
11:02am,63,84,7,0,Cloudy,03/07/2021
11:48am,63,82,8,0,Cloudy,03/07/2021
11:51am,63,84,7,0,Cloudy,03/07/2021
12:02pm,64,80,8,0,Cloudy,03/07/2021
12:51pm,64,84,8,0,Light Rain,03/07/2021
1:19pm,64,84,8,0,Cloudy,03/07/2021
1:30pm,65,81,10,0,Cloudy,03/07/2021
1:51pm,65,78,9,0,Cloudy,03/07/2021
2:09pm,64,80,12,0,Cloudy,03/07/2021
2:51pm,65,81,16,0,Light Rain,03/07/2021
3:19pm,65,75,14,0,Mostly Cloudy,03/07/2021
3:51pm,66,73,14,0,Mostly Cloudy,03/07/2021
4:51pm,66,70,13,0,Cloudy,03/07/2021
5:51pm,66,70,13,0,Cloudy,03/07/2021
6:51pm,65,73,9,0,Cloudy,03/07/2021
7:44pm,65,73,13,0,Cloudy,03/07/2021
7:51pm,65,73,12,0,Cloudy,03/07/2021
8:51pm,63,78,13,0,Cloudy,03/07/2021
9:51pm,63,75,7,0,Light Drizzle,03/07/2021
10:39pm,63,75,6,0,Cloudy,03/07/2021
10:51pm,63,75,7,0,Cloudy,03/07/2021
11:44pm,63,75,7,0,Cloudy,03/07/2021
11:51pm,63,75,8,0,Cloudy,03/07/2021
12:51am,62,78,5,0,Cloudy,04/07/2021
1:51am,62,75,3,0,Cloudy,04/07/2021
2:47am,63,77,5,0,Mostly Cloudy,04/07/2021
2:51am,63,75,3,0,Mostly Cloudy,04/07/2021
3:51am,63,75,3,0,Mostly Cloudy,04/07/2021
4:51am,63,78,3,0,Mostly Cloudy,04/07/2021
5:51am,63,75,5,0,Mostly Cloudy,04/07/2021
6:51am,64,75,6,0,Mostly Cloudy,04/07/2021
7:51am,66,75,3,0,Mostly Cloudy,04/07/2021
8:51am,68,70,6,0,Mostly Cloudy,04/07/2021
9:51am,69,68,6,0,Mostly Cloudy,04/07/2021
10:51am,73,59,3,0,Mostly Cloudy,04/07/2021
11:33am,72,59,5,0,Mostly Cloudy,04/07/2021
11:51am,71,63,7,0,Mostly Cloudy,04/07/2021
12:51pm,75,53,5,0,Mostly Cloudy,04/07/2021
1:51pm,78,48,5,0,Mostly Cloudy,04/07/2021
2:51pm,78,48,9,0,Mostly Cloudy,04/07/2021
3:51pm,78,46,9,0,Mostly Cloudy,04/07/2021
4:51pm,76,54,12,0,Mostly Cloudy,04/07/2021
5:51pm,75,57,12,0,Mostly Cloudy,04/07/2021
6:51pm,75,57,10,0,Partly Cloudy,04/07/2021
7:51pm,74,59,9,0,Partly Cloudy,04/07/2021
8:51pm,73,64,7,0,Partly Cloudy,04/07/2021
9:51pm,72,68,7,0,Haze,04/07/2021
10:51pm,72,73,5,0,Partly Cloudy,04/07/2021
11:51pm,71,75,6,0,Haze,04/07/2021
12:51am,70,78,3,0,Haze,05/07/2021
1:51am,70,78,3,0,Haze,05/07/2021
2:51am,69,81,3,0,Haze,05/07/2021
3:51am,68,87,6,0,Fog,05/07/2021
4:25am,68,84,5,0,Haze,05/07/2021
4:51am,67,87,5,0,Fog,05/07/2021
5:51am,67,87,3,0,Fog,05/07/2021
6:09am,67,90,5,0,Partly Cloudy,05/07/2021
6:51am,68,84,6,0,Haze,05/07/2021
7:51am,70,81,9,0,Haze,05/07/2021
8:51am,71,81,10,0,Haze,05/07/2021
9:51am,73,73,9,0,Fair,05/07/2021
10:51am,74,71,13,0,Fair,05/07/2021
11:51am,74,71,15,0,Fair,05/07/2021
12:51pm,74,71,13,0,Fair,05/07/2021
1:51pm,77,66,12,0,Fair,05/07/2021
2:51pm,81,58,12,0,Partly Cloudy,05/07/2021
3:51pm,83,47,16,0,Partly Cloudy,05/07/2021
4:51pm,82,51,15,0,Partly Cloudy,05/07/2021
5:51pm,83,49,14,0,Partly Cloudy,05/07/2021
6:51pm,82,52,12,0,Partly Cloudy,05/07/2021
7:51pm,81,58,12,0,Fair,05/07/2021
8:51pm,80,58,9,0,Fair,05/07/2021
9:51pm,80,60,13,0,Fair,05/07/2021
10:51pm,80,56,15,0,Fair,05/07/2021
11:51pm,79,58,10,0,,05/07/2021
12:51am,78,60,8,0,Fair,06/07/2021
1:51am,78,60,9,0,Fair,06/07/2021
2:51am,78,58,13,0,Fair,06/07/2021
3:51am,77,62,10,0,Partly Cloudy,06/07/2021
4:51am,77,62,12,0,Partly Cloudy,06/07/2021
5:51am,77,64,10,0,Mostly Cloudy,06/07/2021
6:51am,77,66,9,0,Mostly Cloudy,06/07/2021
7:51am,78,64,10,0,Mostly Cloudy,06/07/2021
8:51am,80,62,16,0,Mostly Cloudy,06/07/2021
9:51am,83,58,12,0,Mostly Cloudy,06/07/2021
10:51am,87,53,13,0,Partly Cloudy,06/07/2021
11:51am,89,50,15,0,Partly Cloudy,06/07/2021
12:51pm,91,45,16,0,Fair,06/07/2021
1:51pm,94,40,15,0,Mostly Cloudy,06/07/2021
2:51pm,96,37,20,0,Mostly Cloudy,06/07/2021
3:51pm,96,36,16,0,Mostly Cloudy,06/07/2021
4:51pm,96,36,15,0,Mostly Cloudy,06/07/2021
5:51pm,95,37,14,0,Mostly Cloudy,06/07/2021
6:31pm,90,39,32,0,Thunder / Windy,06/07/2021
6:51pm,74,73,21,0,T-Storm / Windy,06/07/2021
7:25pm,75,71,12,0,Cloudy,06/07/2021
7:31pm,75,73,9,0,Light Rainwith Thunder,06/07/2021
7:51pm,77,71,8,0,Light Rainwith Thunder,06/07/2021
8:51pm,77,74,5,0.1,Light Rainwith Thunder,06/07/2021
9:51pm,75,79,9,0,Thunder,06/07/2021
10:46pm,75,83,13,0.1,Cloudy,06/07/2021
10:51pm,75,82,12,0.1,Cloudy,06/07/2021
11:51pm,74,85,9,0,Cloudy,06/07/2021
12:51am,74,79,12,0,Cloudy,07/07/2021
1:51am,75,79,3,0,Cloudy,07/07/2021
2:51am,77,71,5,0,Partly Cloudy,07/07/2021
3:51am,76,74,5,0,Mostly Cloudy,07/07/2021
4:51am,75,76,0,0,Partly Cloudy,07/07/2021
5:51am,76,76,7,0,Partly Cloudy,07/07/2021
6:51am,77,74,6,0,Fair,07/07/2021
7:51am,79,69,7,0,Fair,07/07/2021
8:51am,81,67,3,0,Fair,07/07/2021
9:51am,83,63,5,0,Fair,07/07/2021
10:51am,86,57,5,0,Fair,07/07/2021
11:51am,89,50,8,0,Fair,07/07/2021
12:51pm,91,48,6,0,Fair,07/07/2021
1:51pm,93,42,10,0,Fair,07/07/2021
2:51pm,94,40,8,0,Partly Cloudy,07/07/2021
3:51pm,95,34,12,0,Partly Cloudy,07/07/2021
4:51pm,95,38,14,0,Partly Cloudy,07/07/2021
5:24pm,92,50,12,0,Partly Cloudy,07/07/2021
5:51pm,91,52,15,0,Partly Cloudy,07/07/2021
6:51pm,91,50,12,0,Partly Cloudy,07/07/2021
7:51pm,89,53,6,0,Partly Cloudy,07/07/2021
8:51pm,86,59,9,0,Partly Cloudy,07/07/2021
9:51pm,85,63,9,0,Partly Cloudy,07/07/2021
10:51pm,85,65,9,0,Fair,07/07/2021
11:51pm,86,61,10,0,Partly Cloudy,07/07/2021
12:51am,85,63,12,0,Partly Cloudy,08/07/2021
1:51am,84,63,7,0,Partly Cloudy,08/07/2021
2:25am,80,62,7,0,Mostly Cloudy,08/07/2021
2:47am,81,58,9,0,Cloudy,08/07/2021
2:51am,79,64,8,0,Cloudy,08/07/2021
3:51am,77,66,9,0,Cloudy,08/07/2021
4:46am,75,73,6,0,Mostly Cloudy,08/07/2021
4:51am,76,71,6,0,Mostly Cloudy,08/07/2021
5:51am,75,73,6,0,Mostly Cloudy,08/07/2021
6:51am,74,79,8,0,Mostly Cloudy,08/07/2021
7:51am,75,76,9,0,Mostly Cloudy,08/07/2021
8:51am,77,74,12,0,Mostly Cloudy,08/07/2021
9:51am,77,74,12,0,Mostly Cloudy,08/07/2021
10:51am,78,74,15,0,Mostly Cloudy,08/07/2021
11:51am,77,76,14,0,Mostly Cloudy,08/07/2021
12:51pm,80,69,13,0,Mostly Cloudy,08/07/2021
1:51pm,78,74,15,0,Thunderinthe Vicinity,08/07/2021
1:56pm,77,76,15,0,Thunder,08/07/2021
2:51pm,76,76,16,0,Thunder,08/07/2021
3:17pm,76,79,13,0,Thunder,08/07/2021
3:51pm,75,79,16,0,Thunder,08/07/2021
4:23pm,74,85,14,0,Thunder,08/07/2021
4:51pm,75,82,14,0,Light Rainwith Thunder,08/07/2021
5:05pm,74,85,5,0.1,Heavy T-Storm,08/07/2021
5:12pm,73,84,14,0.5,Heavy T-Storm,08/07/2021
5:26pm,73,87,7,0.5,Heavy T-Storm,08/07/2021
5:51pm,73,87,12,0.9,Light Rainwith Thunder,08/07/2021
6:51pm,75,79,7,0,Cloudy,08/07/2021
7:16pm,75,82,5,0,Thunder,08/07/2021
7:51pm,75,82,6,0,Thunder,08/07/2021
8:28pm,75,79,3,0,Cloudy,08/07/2021
8:51pm,74,85,5,0,Cloudy,08/07/2021
9:51pm,75,82,7,0,Cloudy,08/07/2021
10:37pm,75,82,9,0,Cloudy,08/07/2021
10:51pm,74,85,10,0,Light Rain,08/07/2021
11:51pm,72,87,8,0,Cloudy,08/07/2021
12:51am,74,87,8,0,Cloudy,09/07/2021
12:58am,74,87,8,0,Cloudy,09/07/2021
1:51am,73,90,6,0,Light Rain,09/07/2021
2:07am,73,87,7,0,Light Rain,09/07/2021
2:51am,73,90,9,0.1,Light Rain,09/07/2021
3:51am,73,90,13,0.1,Light Rain,09/07/2021
4:25am,72,93,15,0.1,Light Rain,09/07/2021
4:42am,73,90,16,0.1,Rain,09/07/2021
4:51am,73,90,14,0.1,Light Rain,09/07/2021
5:19am,73,87,14,0.1,Rain,09/07/2021
5:46am,73,88,13,0.2,Rain,09/07/2021
5:51am,73,90,15,0.2,Rain,09/07/2021
6:39am,73,90,12,0.3,Rain,09/07/2021
6:51am,73,90,16,0.4,Heavy Rain,09/07/2021
7:12am,73,87,17,0.1,Rain,09/07/2021
7:44am,73,87,21,0.3,Rain / Windy,09/07/2021
7:51am,73,87,21,0.3,Rain / Windy,09/07/2021
8:04am,73,87,13,0.1,Rain,09/07/2021
8:51am,73,87,17,0.2,Light Rain,09/07/2021
9:27am,73,84,22,0,Light Rain / Windy,09/07/2021
9:51am,73,84,24,0,Light Rain / Windy,09/07/2021
10:37am,74,79,20,0,Mostly Cloudy,09/07/2021
10:51am,74,79,17,0,Mostly Cloudy,09/07/2021
11:51am,78,66,12,0,Mostly Cloudy,09/07/2021
12:51pm,80,64,17,0,Mostly Cloudy,09/07/2021
1:51pm,82,60,10,0,Mostly Cloudy,09/07/2021
2:51pm,83,54,5,0,Mostly Cloudy,09/07/2021
3:51pm,89,45,9,0,Mostly Cloudy,09/07/2021
4:51pm,87,48,14,0,Mostly Cloudy,09/07/2021
5:51pm,85,57,14,0,Mostly Cloudy,09/07/2021
6:51pm,84,58,13,0,Mostly Cloudy,09/07/2021
7:51pm,83,60,6,0,Mostly Cloudy,09/07/2021
8:51pm,84,58,5,0,Mostly Cloudy,09/07/2021
9:46pm,81,65,0,0,Thunder,09/07/2021
9:51pm,82,65,8,0,Thunder,09/07/2021
10:23pm,75,79,24,0.1,Heavy T-Storm / Windy,09/07/2021
10:40pm,72,84,0,0.4,Heavy T-Storm,09/07/2021
10:51pm,73,81,0,0.4,Light Rainwith Thunder,09/07/2021
11:08pm,73,81,0,0,Light Rain,09/07/2021
11:51pm,73,81,0,0,,09/07/2021
12:51am,74,82,0,0,Fair,10/07/2021
1:51am,74,85,0,0,Fair,10/07/2021
2:51am,74,85,3,0,Fair,10/07/2021
3:51am,73,84,6,0,Fair,10/07/2021
4:51am,74,82,7,0,Mostly Cloudy,10/07/2021
5:31am,73,76,8,0,Fair,10/07/2021
5:51am,72,76,10,0,Fair,10/07/2021
6:51am,73,73,7,0,Partly Cloudy,10/07/2021
7:19am,73,73,8,0,Mostly Cloudy,10/07/2021
7:51am,73,71,10,0,Mostly Cloudy,10/07/2021
8:51am,75,69,8,0,Mostly Cloudy,10/07/2021
9:51am,75,71,12,0,Cloudy,10/07/2021
10:51am,76,69,8,0,Cloudy,10/07/2021
11:51am,76,69,8,0,Cloudy,10/07/2021
12:51pm,78,62,9,0,Cloudy,10/07/2021
1:51pm,78,62,8,0,Mostly Cloudy,10/07/2021
2:35pm,78,64,5,0,Mostly Cloudy,10/07/2021
2:51pm,78,64,8,0,Mostly Cloudy,10/07/2021
3:51pm,79,62,5,0,Mostly Cloudy,10/07/2021
4:51pm,80,60,5,0,Mostly Cloudy,10/07/2021
5:51pm,80,60,10,0,Mostly Cloudy,10/07/2021
6:51pm,80,64,7,0,Mostly Cloudy,10/07/2021
7:51pm,76,71,8,0,Mostly Cloudy,10/07/2021
8:51pm,75,76,10,0,Mostly Cloudy,10/07/2021
9:51pm,74,82,6,0.1,Light Rain,10/07/2021
10:51pm,75,79,6,0,Cloudy,10/07/2021
11:51pm,74,82,3,0,Mostly Cloudy,10/07/2021
12:51am,74,82,5,0,Mostly Cloudy,11/07/2021
1:51am,74,82,0,0,Mostly Cloudy,11/07/2021
2:51am,73,83,5,0,Mostly Cloudy,11/07/2021
3:37am,73,83,7,0,Mostly Cloudy,11/07/2021
3:51am,73,84,7,0,Cloudy,11/07/2021
4:23am,73,81,6,0,Mostly Cloudy,11/07/2021
4:51am,73,81,7,0,Mostly Cloudy,11/07/2021
5:51am,73,78,5,0,Mostly Cloudy,11/07/2021
6:51am,73,79,6,0,Cloudy,11/07/2021
7:51am,73,79,7,0,Light Rain,11/07/2021
8:51am,74,76,8,0,Cloudy,11/07/2021
9:35am,74,73,9,0,Light Rain,11/07/2021
9:51am,74,73,9,0,Cloudy,11/07/2021
10:51am,74,76,8,0,Cloudy,11/07/2021
11:51am,75,73,12,0,Cloudy,11/07/2021
12:51pm,75,73,5,0,Cloudy,11/07/2021
1:51pm,76,74,9,0,Cloudy,11/07/2021
2:51pm,79,66,12,0,Mostly Cloudy,11/07/2021
3:13pm,80,62,13,0,Mostly Cloudy,11/07/2021
3:51pm,81,61,12,0,Mostly Cloudy,11/07/2021
4:51pm,81,61,12,0,Mostly Cloudy,11/07/2021
5:51pm,81,54,15,0,Mostly Cloudy,11/07/2021
6:51pm,79,62,12,0,Mostly Cloudy,11/07/2021
7:51pm,78,62,12,0,Mostly Cloudy,11/07/2021
8:08pm,78,66,12,0,Mostly Cloudy,11/07/2021
8:51pm,77,74,13,0,Cloudy,11/07/2021
9:51pm,77,76,10,0,Cloudy,11/07/2021
10:06pm,76,82,7,0,Cloudy,11/07/2021
10:37pm,76,82,8,0,Cloudy,11/07/2021
10:51pm,75,87,5,0,Light Rain,11/07/2021
11:51pm,76,87,6,0,Cloudy,11/07/2021
12:51am,76,91,5,0,Cloudy,12/07/2021
1:51am,77,88,7,0,Cloudy,12/07/2021
2:23am,76,91,7,0,Light Rainwith Thunder,12/07/2021
2:39am,77,84,12,0,Heavy T-Storm,12/07/2021
2:41am,76,87,9,0.2,Heavy T-Storm,12/07/2021
2:48am,75,89,12,0.4,Heavy T-Storm,12/07/2021
2:51am,74,87,8,0.5,T-Storm,12/07/2021
3:03am,74,87,6,0,Light Rain,12/07/2021
3:15am,74,87,7,0.1,Light Rain,12/07/2021
3:51am,74,87,6,0.1,Cloudy,12/07/2021
4:51am,74,87,6,0,Partly Cloudy,12/07/2021
5:51am,74,87,5,0,Partly Cloudy,12/07/2021
6:51am,75,87,0,0,Fair,12/07/2021
7:33am,76,82,0,0,Mostly Cloudy,12/07/2021
7:51am,77,79,0,0,Cloudy,12/07/2021
8:51am,79,77,6,0,Mostly Cloudy,12/07/2021
9:48am,79,78,5,0,Cloudy,12/07/2021
9:51am,79,77,5,0,Cloudy,12/07/2021
10:51am,80,74,8,0,Mostly Cloudy,12/07/2021
11:51am,78,76,9,0,Cloudy,12/07/2021
12:45pm,81,74,9,0,Mostly Cloudy,12/07/2021
12:51pm,81,72,9,0,Mostly Cloudy,12/07/2021
1:51pm,81,72,13,0,Partly Cloudy,12/07/2021
2:51pm,81,72,13,0,Fair,12/07/2021
3:51pm,81,69,17,0,Partly Cloudy,12/07/2021
4:47pm,79,74,13,0,Cloudy,12/07/2021
4:51pm,79,74,13,0,Cloudy,12/07/2021
5:51pm,78,79,12,0,Light Rain,12/07/2021
6:51pm,76,85,10,0,Cloudy,12/07/2021
7:31pm,75,84,13,0,Cloudy,12/07/2021
7:51pm,74,85,15,0,Cloudy,12/07/2021
8:31pm,74,87,10,0,Cloudy,12/07/2021
8:51pm,74,87,13,0,Cloudy,12/07/2021
9:34pm,73,90,13,0,Light Drizzle,12/07/2021
9:41pm,73,90,14,0,Light Drizzle,12/07/2021
9:51pm,73,90,14,0,Light Drizzle,12/07/2021
10:21pm,73,87,15,0,Light Rain,12/07/2021
10:51pm,73,87,12,0,Cloudy,12/07/2021
11:35pm,73,84,12,0,Cloudy,12/07/2021
11:51pm,73,84,13,0,Cloudy,12/07/2021
12:51am,73,81,7,0,Cloudy,13/07/2021
1:51am,72,81,9,0,Cloudy,13/07/2021
2:11am,71,87,6,0,Cloudy,13/07/2021
2:51am,71,87,7,0,Cloudy,13/07/2021
3:21am,70,90,9,0,Cloudy,13/07/2021
3:51am,71,87,7,0,Cloudy,13/07/2021
4:45am,70,88,8,0,Fog,13/07/2021
4:51am,70,90,8,0,Fog,13/07/2021
5:51am,69,90,9,0,Fog,13/07/2021
6:15am,70,90,9,0,Fog,13/07/2021
6:51am,69,93,8,0,Light Drizzle,13/07/2021
7:34am,69,90,12,0,Fog,13/07/2021
7:51am,70,90,8,0,Fog,13/07/2021
8:15am,70,90,8,0,Cloudy,13/07/2021
8:33am,70,90,8,0,Cloudy,13/07/2021
8:51am,70,87,8,0,Cloudy,13/07/2021
9:51am,70,87,12,0,Cloudy,13/07/2021
10:03am,70,87,13,0,Cloudy,13/07/2021
10:51am,70,87,10,0,Cloudy,13/07/2021
11:51am,71,84,13,0,Cloudy,13/07/2021
12:51pm,72,81,13,0,Cloudy,13/07/2021
1:28pm,72,81,12,0,Cloudy,13/07/2021
1:42pm,72,81,10,0,Cloudy,13/07/2021
1:51pm,73,79,10,0,Cloudy,13/07/2021
2:24pm,73,79,12,0,Cloudy,13/07/2021
2:43pm,73,79,13,0,Cloudy,13/07/2021
2:51pm,73,79,12,0,Cloudy,13/07/2021
3:51pm,72,81,13,0,Cloudy,13/07/2021
4:28pm,72,81,13,0,Cloudy,13/07/2021
4:51pm,72,81,15,0,Cloudy,13/07/2021
5:20pm,72,81,15,0,Cloudy,13/07/2021
5:35pm,72,81,14,0,Cloudy,13/07/2021
5:51pm,71,84,12,0,Cloudy,13/07/2021
6:51pm,72,84,8,0,Cloudy,13/07/2021
7:29pm,72,84,7,0,Cloudy,13/07/2021
7:51pm,72,84,9,0,Haze,13/07/2021
8:29pm,72,84,8,0,Haze,13/07/2021
8:51pm,72,84,8,0,Haze,13/07/2021
9:51pm,72,87,7,0,Cloudy,13/07/2021
10:51pm,72,87,7,0,Cloudy,13/07/2021
11:45pm,72,83,8,0,Cloudy,13/07/2021
11:51pm,72,84,8,0,Cloudy,13/07/2021
12:30am,71,90,7,0,Fog,14/07/2021
12:47am,72,88,8,0,Fog,14/07/2021
12:51am,71,90,7,0,Fog,14/07/2021
1:15am,71,90,6,0,Fog,14/07/2021
1:49am,72,88,6,0,Fog,14/07/2021
1:51am,71,90,7,0,Fog,14/07/2021
2:49am,70,94,7,0,Fog,14/07/2021
2:51am,70,93,7,0,Fog,14/07/2021
3:51am,70,93,8,0,Fog,14/07/2021
4:51am,70,90,9,0,Fog,14/07/2021
5:48am,70,88,8,0,Fog,14/07/2021
5:51am,70,93,9,0,Fog,14/07/2021
6:29am,70,93,6,0,Fog,14/07/2021
6:51am,70,93,8,0,Fog,14/07/2021
7:41am,70,93,9,0,Fog,14/07/2021
7:51am,70,93,8,0,Fog,14/07/2021
8:51am,71,90,7,0,Fog,14/07/2021
9:00am,71,90,7,0,Fog,14/07/2021
9:48am,72,88,3,0,Fog,14/07/2021
9:51am,71,90,5,0,Fog,14/07/2021
10:23am,72,91,6,0,Fog,14/07/2021
10:45am,73,88,6,0,Haze,14/07/2021
10:51am,74,85,6,0,Haze,14/07/2021
11:10am,75,82,6,0,Mostly Cloudy,14/07/2021
11:51am,77,76,6,0,Partly Cloudy,14/07/2021
12:51pm,82,67,3,0,Partly Cloudy,14/07/2021
1:51pm,85,61,7,0,Partly Cloudy,14/07/2021
2:51pm,89,48,8,0,Mostly Cloudy,14/07/2021
3:51pm,90,45,14,0,Mostly Cloudy,14/07/2021
4:51pm,90,42,9,0,Mostly Cloudy,14/07/2021
5:51pm,85,55,12,0,Mostly Cloudy,14/07/2021
6:51pm,85,61,12,0,Partly Cloudy,14/07/2021
7:51pm,82,71,10,0,Mostly Cloudy,14/07/2021
8:51pm,81,62,9,0,Mostly Cloudy,14/07/2021
9:51pm,81,60,5,0,Mostly Cloudy,14/07/2021
10:51pm,80,62,0,0,Mostly Cloudy,14/07/2021
11:51pm,81,60,0,0,Mostly Cloudy,14/07/2021
12:51am,80,64,0,0,Mostly Cloudy,15/07/2021
1:51am,80,64,3,0,Mostly Cloudy,15/07/2021
2:51am,79,69,0,0,Partly Cloudy,15/07/2021
3:51am,78,71,3,0,Partly Cloudy,15/07/2021
4:51am,77,69,7,0,Fair,15/07/2021
5:51am,76,71,6,0,Partly Cloudy,15/07/2021
6:51am,76,71,3,0,Partly Cloudy,15/07/2021
7:51am,77,71,6,0,Partly Cloudy,15/07/2021
8:51am,79,66,6,0,Partly Cloudy,15/07/2021
9:51am,81,62,6,0,Mostly Cloudy,15/07/2021
10:51am,81,65,8,0,Mostly Cloudy,15/07/2021
11:51am,84,58,7,0,Mostly Cloudy,15/07/2021
12:51pm,86,53,8,0,Mostly Cloudy,15/07/2021
1:51pm,87,51,9,0,Partly Cloudy,15/07/2021
2:51pm,91,39,8,0,Mostly Cloudy,15/07/2021
3:51pm,89,48,14,0,Mostly Cloudy,15/07/2021
4:51pm,88,51,13,0,Partly Cloudy,15/07/2021
5:51pm,86,57,14,0,Fair,15/07/2021
6:51pm,86,57,13,0,Partly Cloudy,15/07/2021
7:51pm,84,61,10,0,Partly Cloudy,15/07/2021
8:51pm,84,63,10,0,Partly Cloudy,15/07/2021
9:51pm,83,69,9,0,Mostly Cloudy,15/07/2021
10:51pm,83,69,8,0,Mostly Cloudy,15/07/2021
11:51pm,84,63,9,0,Partly Cloudy,15/07/2021
12:51am,83,65,10,0,Partly Cloudy,16/07/2021
1:51am,83,67,9,0,Partly Cloudy,16/07/2021
2:51am,82,69,8,0,Fair,16/07/2021
3:51am,82,67,6,0,Fair,16/07/2021
4:51am,82,67,8,0,Fair,16/07/2021
5:51am,82,67,9,0,Mostly Cloudy,16/07/2021
6:51am,82,69,6,0,Mostly Cloudy,16/07/2021
7:51am,84,61,7,0,Partly Cloudy,16/07/2021
8:51am,85,61,5,0,Partly Cloudy,16/07/2021
9:51am,88,55,0,0,Partly Cloudy,16/07/2021
10:51am,89,50,6,0,Fair,16/07/2021
11:51am,91,47,5,0,Fair,16/07/2021
12:51pm,92,44,12,0,Fair,16/07/2021
1:51pm,94,40,13,0,Fair,16/07/2021
2:51pm,94,37,15,0,Partly Cloudy,16/07/2021
3:51pm,94,40,12,0,Partly Cloudy,16/07/2021
4:51pm,93,45,12,0,Partly Cloudy,16/07/2021
5:51pm,95,34,10,0,Mostly Cloudy,16/07/2021
6:51pm,92,45,0,0,Mostly Cloudy,16/07/2021
7:51pm,87,49,9,0,Mostly Cloudy,16/07/2021
8:51pm,87,48,3,0,Mostly Cloudy,16/07/2021
